L	9.2557880	1.0491290	1477010444700000.0000000	9.3617170	1.2022290	5.0227990	1.0308190	0.2024174	0.2341786	
L	10.0483900	1.4459780	1477010444800000.0000000	9.8625440	1.3111790	4.9892240	1.1479350	0.2261470	0.2466108	
L	10.2492200	1.4590680	1477010444900000.0000000	10.3597900	1.4321010	4.9510600	1.2701010	0.2511160	0.2588872	
L	10.7312600	1.4526530	1477010445000000.0000000	10.8529900	1.5654860	4.9079360	1.3970080	0.2773086	0.2710000	
L	11.5869600	1.6146240	1477010445100000.0000000	11.3416100	1.7117930	4.8594770	1.5283180	0.3047082	0.2829417	
L	11.7787700	1.7459070	1477010445200000.0000000	11.8251100	1.8714430	4.8053130	1.6636640	0.3332976	0.2947047	
L	12.3225900	1.7835330	1477010445300000.0000000	12.3028900	2.0448200	4.7450790	1.8026510	0.3630587	0.3062816	
L	12.5924100	2.1750920	1477010445400000.0000000	12.7743300	2.2322690	4.6784220	1.9448500	0.3939727	0.3176650	
L	13.0874500	2.4070810	1477010445500000.0000000	13.2387800	2.4340870	4.6049970	2.0898060	0.4260200	0.3288477	
L	13.8359700	2.6247930	1477010445600000.0000000	13.6955200	2.6505270	4.5244800	2.2370320	0.4591805	0.3398228	
L	14.2105500	2.9420510	1477010445700000.0000000	14.1438500	2.8817900	4.4365650	2.3860120	0.4934331	0.3505832	
L	14.4616100	2.9073400	1477010445800000.0000000	14.5830000	3.1280240	4.3409700	2.5362020	0.5287563	0.3611222	
L	15.0260800	3.5067010	1477010445900000.0000000	15.0122000	3.3893230	4.2374390	2.6870280	0.5651278	0.3714330	
L	15.5235500	3.8293640	1477010446000000.0000000	15.4306300	3.6657190	4.1257480	2.8378930	0.6025245	0.3815093	
L	15.9774400	4.0009400	1477010446100000.0000000	15.8374700	3.9571850	4.0057070	2.9881740	0.6409228	0.3913446	
L	16.3312700	4.4449920	1477010446200000.0000000	16.2318800	4.2636310	3.8771620	3.1372260	0.6802985	0.4009327	
L	16.6039100	4.6734370	1477010446300000.0000000	16.6129900	4.5848990	3.7400020	3.2843850	0.7206268	0.4102676	
L	16.9954600	5.2109940	1477010446400000.0000000	16.9799500	4.9207670	3.5941560	3.4289690	0.7618821	0.4193434	
L	17.2894200	5.4354160	1477010446500000.0000000	17.3318800	5.2709410	3.4396020	3.5702830	0.8040384	0.4281543	
L	17.7852900	5.6247590	1477010446600000.0000000	17.6679100	5.6350590	3.2763670	3.7076220	0.8470690	0.4366947	
L	18.1262900	6.1698460	1477010446700000.0000000	17.9871700	6.0126860	3.1045260	3.8402740	0.8909468	0.4449593	
L	18.2164300	6.6613790	1477010446800000.0000000	18.2888100	6.4033170	2.9242080	3.9675260	0.9356441	0.4529429	
L	18.5421800	6.7601310	1477010446900000.0000000	18.5720000	6.8063760	2.7355980	4.0886650	0.9811327	0.4606404	
L	19.1441200	7.1834450	1477010447000000.0000000	18.8359100	7.2212160	2.5389320	4.2029870	1.0273840	0.4680470	
L	19.0137500	7.8688000	1477010447100000.0000000	19.0797500	7.6471170	2.3345040	4.3097970	1.0743680	0.4751579	
L	19.1320200	8.1284490	1477010447200000.0000000	19.3027600	8.0832950	2.1226630	4.4084160	1.1220560	0.4819687	
L	19.3470100	8.3074120	1477010447300000.0000000	19.5042200	8.5288950	1.9038130	4.4981880	1.1704170	0.4884750	
L	20.0038800	8.8906010	1477010447400000.0000000	19.6834500	8.9830010	1.6784110	4.5784810	1.2194220	0.4946729	
L	20.1573800	9.4594860	1477010447500000.0000000	19.8398200	9.4446320	1.4469690	4.6486940	1.2690380	0.5005583	
L	20.1573100	9.9087630	1477010447600000.0000000	19.9727600	9.9127510	1.2100490	4.7082610	1.3192350	0.5061275	
L	20.1660100	10.4687200	1477010447700000.0000000	20.0817500	10.3862700	0.9682592	4.7566580	1.3699810	0.5113771	
L	20.3710500	11.0108600	1477010447800000.0000000	20.1663300	10.8640400	0.7222565	4.7934030	1.4212440	0.5163036	
L	20.3164200	11.3483400	1477010447900000.0000000	20.2261200	11.3448700	0.4727380	4.8180650	1.4729920	0.5209041	
L	20.6140900	11.9421500	1477010448000000.0000000	20.2608000	11.8275400	0.2204395	4.8302660	1.5251910	0.5251755	
L	20.3262800	12.4966300	1477010448100000.0000000	20.2701400	12.3107800	-0.0338694	4.8296820	1.5778090	0.5291152	
L	20.4980300	12.8923700	1477010448200000.0000000	20.2539800	12.7933100	-0.2893896	4.8160520	1.6308130	0.5327207	
L	20.1943000	13.1687900	1477010448300000.0000000	20.2122300	13.2737900	-0.5452981	4.7891750	1.6841690	0.5359898	
L	20.3245300	13.8896300	1477010448400000.0000000	20.1449000	13.7509100	-0.8007527	4.7489160	1.7378430	0.5389203	
L	20.1215600	14.3370400	1477010448500000.0000000	20.0520800	14.2233200	-1.0548980	4.6952070	1.7918020	0.5415104	
L	19.7809700	14.7729600	1477010448600000.0000000	19.9339500	14.6896800	-1.3068710	4.6280480	1.8460110	0.5437585	
L	20.0208300	15.2053000	1477010448700000.0000000	19.7907600	15.1486300	-1.5558080	4.5475070	1.9004370	0.5456631	
L	19.9130900	15.5540400	1477010448800000.0000000	19.6228700	15.5988600	-1.8008480	4.4537220	1.9550440	0.5472231	
L	19.4748400	16.0098200	1477010448900000.0000000	19.4307100	16.0390400	-2.0411430	4.3468990	2.0097990	0.5484374	
L	19.2380300	16.2718500	1477010449000000.0000000	19.2148000	16.4678800	-2.2758580	4.2273120	2.0646670	0.5493053	
L	19.0029400	16.8387400	1477010449100000.0000000	18.9757300	16.8841300	-2.5041840	4.0953000	2.1196130	0.5498263	
L	18.6147800	17.3831500	1477010449200000.0000000	18.7141800	17.2865600	-2.7253390	3.9512690	2.1746020	0.5500000	
L	18.1022600	17.5529400	1477010449300000.0000000	18.4309200	17.6740000	-2.9385750	3.7956820	2.2295990	0.5498263	
L	18.2093800	18.0460800	1477010449400000.0000000	18.1267700	18.0453100	-3.1431820	3.6290630	2.2845710	0.5493053	
L	17.9017500	18.2182600	1477010449500000.0000000	17.8026300	18.3994300	-3.3384960	3.4519910	2.3394820	0.5484374	
L	17.3845000	18.7039100	1477010449600000.0000000	17.4594600	18.7353300	-3.5239000	3.2650920	2.3942980	0.5472231	
L	17.1762000	18.8863400	1477010449700000.0000000	17.0982700	19.0520800	-3.6988310	3.0690400	2.4489830	0.5456631	
L	16.5734100	19.0519600	1477010449800000.0000000	16.7201500	19.3487800	-3.8627830	2.8645510	2.5035040	0.5437585	
L	16.2338300	19.6170500	1477010449900000.0000000	16.3262200	19.6246500	-4.0153080	2.6523730	2.5578260	0.5415104	
L	15.9242600	19.8702900	1477010450000000.0000000	15.9176300	19.8789400	-4.1560220	2.4332880	2.6119140	0.5389203	
L	15.4331900	20.1836000	1477010450100000.0000000	15.4955900	20.1110100	-4.2846050	2.2081000	2.6657350	0.5359898	
L	15.2016400	20.4385300	1477010450200000.0000000	15.0613200	20.3202900	-4.4008040	1.9776320	2.7192550	0.5327207	
L	14.6664900	20.6088100	1477010450300000.0000000	14.6160700	20.5063000	-4.5044320	1.7427210	2.7724390	0.5291152	
L	14.0520900	20.5923700	1477010450400000.0000000	14.1611000	20.6686300	-4.5953700	1.5042080	2.8252540	0.5251755	
L	13.4686500	20.7253300	1477010450500000.0000000	13.6976900	20.8069700	-4.6735670	1.2629370	2.8776670	0.5209041	
L	13.1072300	20.8294000	1477010450600000.0000000	13.2271100	20.9210800	-4.7390380	1.0197480	2.9296440	0.5163036	
L	12.8729100	21.0591700	1477010450700000.0000000	12.7506300	21.0108200	-4.7918650	0.7754692	2.9811530	0.5113771	
L	12.2062000	21.1100000	1477010450800000.0000000	12.2694900	21.0761200	-4.8321910	0.5309122	3.0321620	0.5061275	
L	11.6814300	20.8651100	1477010450900000.0000000	11.7849600	21.1170000	-4.8602240	0.2868691	3.0826370	0.5005583	
L	11.3629900	21.0688500	1477010451000000.0000000	11.2982300	21.1335300	-4.8762290	0.0441057	3.1325480	0.4946729	
L	10.8902700	20.9269500	1477010451100000.0000000	10.8104900	21.1258900	-4.8805260	-0.1966426	3.1818620	0.4884750	
L	10.1889700	21.2089600	1477010451200000.0000000	10.3229100	21.0943200	-4.8734880	-0.4346744	3.2305490	0.4819687	
L	9.9963420	20.9796700	1477010451300000.0000000	9.8365800	21.0391300	-4.8555390	-0.6693266	3.2785770	0.4751579	
L	9.5392060	20.8762000	1477010451400000.0000000	9.3525780	20.9606700	-4.8271440	-0.8999770	3.3259170	0.4680470	
L	8.7033100	20.8220800	1477010451500000.0000000	8.8719200	20.8593800	-4.7888100	-1.1260480	3.3725390	0.4606404	
L	8.2227660	20.4838800	1477010451600000.0000000	8.3955720	20.7357500	-4.7410790	-1.3470060	3.4184120	0.4529429	
L	7.8859880	20.4499900	1477010451700000.0000000	7.9244450	20.5903100	-4.6845260	-1.5623690	3.4635090	0.4449593	
L	7.1802920	20.3919800	1477010451800000.0000000	7.4593880	20.4236500	-4.6197520	-1.7717020	3.5078000	0.4366947	
L	6.8154240	20.1859100	1477010451900000.0000000	7.0011930	20.2363800	-4.5473790	-1.9746200	3.5512570	0.4281543	
L	6.3891400	20.0136500	1477010452000000.0000000	6.5505860	20.0291600	-4.4680490	-2.1707890	3.5938540	0.4193434	
L	5.8611890	19.8306000	1477010452100000.0000000	6.1082300	19.8026900	-4.3824130	-2.3599260	3.6355630	0.4102676	
L	5.6908910	19.5755100	1477010452200000.0000000	5.6747210	19.5576700	-4.2911360	-2.5417960	3.6763580	0.4009327	
L	5.1702140	19.4396800	1477010452300000.0000000	5.2505890	19.2948500	-4.1948830	-2.7162160	3.7162130	0.3913446	
L	4.8914930	18.9820100	1477010452400000.0000000	4.8362980	19.0149700	-4.0943220	-2.8830470	3.7551030	0.3815093	
L	4.4685000	18.8339600	1477010452500000.0000000	4.4322440	18.7188000	-3.9901170	-3.0421990	3.7930040	0.3714330	
L	4.2626900	18.4809600	1477010452600000.0000000	4.0387580	18.4071100	-3.8829250	-3.1936240	3.8298910	0.3611222	
L	3.4591870	18.1669800	1477010452700000.0000000	3.6561070	18.0806700	-3.7733920	-3.3373170	3.8657410	0.3505832	
L	3.1252500	17.7493300	1477010452800000.0000000	3.2844910	17.7402500	-3.6621520	-3.4733100	3.9005320	0.3398228	
L	2.9449020	17.8153700	1477010452900000.0000000	2.9240510	17.3866200	-3.5498230	-3.6016730	3.9342410	0.3288477	
L	2.5540700	17.0853300	1477010453000000.0000000	2.5748640	17.0205300	-3.4370040	-3.7225090	3.9668470	0.3176650	
L	2.2537060	16.8334400	1477010453100000.0000000	2.2369500	16.6427300	-3.3242750	-3.8359520	3.9983310	0.3062816	
L	1.8897170	16.1053900	1477010453200000.0000000	1.9102730	16.2539500	-3.2121920	-3.9421610	4.0286700	0.2947047	
L	1.4474530	16.0853200	1477010453300000.0000000	1.5947410	15.8549000	-3.1012880	-4.0413220	4.0578480	0.2829417	
L	1.1839500	15.4284000	1477010453400000.0000000	1.2902090	15.4462800	-2.9920730	-4.1336380	4.0858450	0.2710000	
L	0.7227056	15.0075200	1477010453500000.0000000	0.9964857	15.0287600	-2.8850280	-4.2193330	4.1126430	0.2588872	
L	0.7373005	14.7047200	1477010453600000.0000000	0.7133303	14.6029900	-2.7806100	-4.2986410	4.1382260	0.2466108	
L	0.2534352	14.2028500	1477010453700000.0000000	0.4404586	14.1695900	-2.6792490	-4.3718100	4.1625770	0.2341786	
L	0.4591720	13.6855600	1477010453800000.0000000	0.1775450	13.7291600	-2.5813470	-4.4390940	4.1856810	0.2215985	
L	-0.1903443	13.2855600	1477010453900000.0000000	-0.0757753	13.2822900	-2.4872790	-4.5007520	4.2075240	0.2088785	
L	0.0462309	12.9301100	1477010454000000.0000000	-0.3199031	12.8295200	-2.3973950	-4.5570430	4.2280910	0.1960265	
L	-0.4764816	12.3633100	1477010454100000.0000000	-0.5552727	12.3713600	-2.3120160	-4.6082260	4.2473700	0.1830507	
L	-0.5826240	12.0385800	1477010454200000.0000000	-0.7823495	11.9083300	-2.2314400	-4.6545560	4.2653490	0.1699593	
L	-1.1721160	11.3987600	1477010454300000.0000000	-1.0016270	11.4408900	-2.1559370	-4.6962810	4.2820150	0.1567606	
L	-1.3928860	11.0423900	1477010454400000.0000000	-1.2136250	10.9694800	-2.0857540	-4.7336380	4.2973600	0.1434628	
L	-1.4968670	10.4198200	1477010454500000.0000000	-1.4188860	10.4945400	-2.0211130	-4.7668570	4.3113720	0.1300744	
L	-1.6187490	10.2373600	1477010454600000.0000000	-1.6179750	10.0164700	-1.9622150	-4.7961500	4.3240430	0.1166039	
L	-1.7338130	9.7134700	1477010454700000.0000000	-1.8114740	9.5356410	-1.9092350	-4.8217170	4.3353650	0.1030597	
L	-1.9383280	8.7702850	1477010454800000.0000000	-1.9999830	9.0524260	-1.8623310	-4.8437380	4.3453310	0.0894504	
L	-2.1768020	8.5410960	1477010454900000.0000000	-2.1841160	8.5671690	-1.8216360	-4.8623780	4.3539350	0.0757847	
L	-2.2187540	8.1533950	1477010455000000.0000000	-2.3645000	8.0801990	-1.7872650	-4.8777790	4.3611710	0.0620710	
L	-2.5967420	7.6028810	1477010455100000.0000000	-2.5417710	7.5918350	-1.7593130	-4.8900640	4.3670340	0.0483182	
L	-2.7986510	7.0640040	1477010455200000.0000000	-2.7165760	7.1023820	-1.7378560	-4.8993320	4.3715220	0.0345348	
L	-2.7465080	6.8686680	1477010455300000.0000000	-2.8895670	6.6121380	-1.7229530	-4.9056620	4.3746300	0.0207296	
L	-2.9021660	6.2298860	1477010455400000.0000000	-3.0614020	6.1213930	-1.7146420	-4.9091080	4.3763580	0.0069113	
L	-3.1778050	5.5310130	1477010455500000.0000000	-3.2327400	5.6304350	-1.7129460	-4.9097010	4.3767030	-0.0069113	
L	-3.4303090	5.1050700	1477010455600000.0000000	-3.4042430	5.1395480	-1.7178670	-4.9074460	4.3756670	-0.0207296	
L	-3.6943510	4.5219630	1477010455700000.0000000	-3.5765740	4.6490180	-1.7293940	-4.9023260	4.3732480	-0.0345348	
L	-4.0023830	4.0468360	1477010455800000.0000000	-3.7503900	4.1591320	-1.7474940	-4.8943000	4.3694500	-0.0483182	
L	-3.8805320	3.7517710	1477010455900000.0000000	-3.9263470	3.6701860	-1.7721180	-4.8833020	4.3642740	-0.0620710	
L	-4.1511920	3.2196820	1477010456000000.0000000	-4.1050940	3.1824800	-1.8031980	-4.8692460	4.3577240	-0.0757847	
L	-4.3245080	2.5503380	1477010456100000.0000000	-4.2872740	2.6963260	-1.8406480	-4.8520190	4.3498040	-0.0894504	
L	-4.6122300	2.0919160	1477010456200000.0000000	-4.4735170	2.2120480	-1.8843640	-4.8314910	4.3405180	-0.1030597	
L	-4.8682890	1.5344180	1477010456300000.0000000	-4.6644450	1.7299830	-1.9342190	-4.8075090	4.3298730	-0.1166039	
L	-4.6677880	1.2864270	1477010456400000.0000000	-4.8606650	1.2504870	-1.9900680	-4.7799010	4.3178750	-0.1300744	
L	-4.8549810	0.8256615	1477010456500000.0000000	-5.0627680	0.7739301	-2.0517450	-4.7484780	4.3045330	-0.1434628	
L	-5.1230960	0.2573111	1477010456600000.0000000	-5.2713290	0.3007060	-2.1190610	-4.7130340	4.2898530	-0.1567606	
L	-5.2997230	-0.2129817	1477010456700000.0000000	-5.4869000	-0.1687723	-2.1918050	-4.6733500	4.2738470	-0.1699593	
L	-5.8535860	-0.4458011	1477010456800000.0000000	-5.7100140	-0.6340686	-2.2697430	-4.6291930	4.2565230	-0.1830507	
L	-5.8783540	-1.2686300	1477010456900000.0000000	-5.9411770	-1.0947230	-2.3526150	-4.5803210	4.2378930	-0.1960265	
L	-6.2726350	-1.5093790	1477010457000000.0000000	-6.1808690	-1.5502500	-2.4401390	-4.5264830	4.2179680	-0.2088785	
L	-6.3400700	-2.1368470	1477010457100000.0000000	-6.4295410	-2.0001410	-2.5320040	-4.4674220	4.1967610	-0.2215985	
L	-6.7928760	-2.4457970	1477010457200000.0000000	-6.6876100	-2.4438600	-2.6278770	-4.4028810	4.1742860	-0.2341786	
L	-6.8002980	-3.1008630	1477010457300000.0000000	-6.9554600	-2.8808430	-2.7273960	-4.3326000	4.1505560	-0.2466108	
L	-7.1211780	-3.2643370	1477010457400000.0000000	-7.2334350	-3.3105050	-2.8301710	-4.2563230	4.1255870	-0.2588872	
L	-7.4900930	-3.4908130	1477010457500000.0000000	-7.5218420	-3.7322310	-2.9357890	-4.1738000	4.0993950	-0.2710000	
L	-7.8804890	-4.2978260	1477010457600000.0000000	-7.8209420	-4.1453850	-3.0438070	-4.0847900	4.0719950	-0.2829417	
L	-8.2249220	-4.7981250	1477010457700000.0000000	-8.1309530	-4.5493040	-3.1537560	-3.9890640	4.0434060	-0.2947047	
L	-8.3355220	-5.1058990	1477010457800000.0000000	-8.4520430	-4.9433060	-3.2651430	-3.8864080	4.0136450	-0.3062816	
L	-8.9147730	-5.5175240	1477010457900000.0000000	-8.7843300	-5.3266870	-3.3774470	-3.7766280	3.9827310	-0.3176650	
L	-9.0339110	-5.8026650	1477010458000000.0000000	-9.1278790	-5.6987240	-3.4901250	-3.6595510	3.9506830	-0.3288477	
L	-9.3081130	-5.8236800	1477010458100000.0000000	-9.4826990	-6.0586800	-3.6026100	-3.5350290	3.9175230	-0.3398228	
L	-9.6254720	-6.5595760	1477010458200000.0000000	-9.8487410	-6.4058020	-3.7143140	-3.4029450	3.8832700	-0.3505832	
L	-10.2245800	-6.8340230	1477010458300000.0000000	-10.2259000	-6.7393290	-3.8246300	-3.2632110	3.8479470	-0.3611222	
L	-10.7616200	-7.2915860	1477010458400000.0000000	-10.6139900	-7.0584920	-3.9329340	-3.1157740	3.8115760	-0.3714330	
L	-11.2219100	-7.5697940	1477010458500000.0000000	-11.0128000	-7.3625190	-4.0385850	-2.9606190	3.7741790	-0.3815093	
L	-11.0934400	-7.6776020	1477010458600000.0000000	-11.4220200	-7.6506380	-4.1409350	-2.7977730	3.7357810	-0.3913446	
L	-11.5268800	-7.8215040	1477010458700000.0000000	-11.8412800	-7.9220820	-4.2393230	-2.6273030	3.6964050	-0.4009327	
L	-12.0900300	-8.0882830	1477010458800000.0000000	-12.2701700	-8.1760940	-4.3330850	-2.4493210	3.6560770	-0.4102676	
L	-12.4231000	-8.2599040	1477010458900000.0000000	-12.7081700	-8.4119290	-4.4215550	-2.2639870	3.6148210	-0.4193434	
L	-13.2911100	-8.6459420	1477010459000000.0000000	-13.1547300	-8.6288610	-4.5040690	-2.0715090	3.5726650	-0.4281543	
L	-13.3840100	-8.5758290	1477010459100000.0000000	-13.6092200	-8.8261880	-4.5799690	-1.8721430	3.5296340	-0.4366947	
L	-13.9959100	-8.9926380	1477010459200000.0000000	-14.0709400	-9.0032360	-4.6486100	-1.6661950	3.4857560	-0.4449593	
L	-14.4272600	-9.1875010	1477010459300000.0000000	-14.5391300	-9.1593640	-4.7093600	-1.4540240	3.4410590	-0.4529429	
L	-15.0620300	-9.0439620	1477010459400000.0000000	-15.0129800	-9.2939680	-4.7616070	-1.2360350	3.3955710	-0.4606404	
L	-15.6682200	-9.5674930	1477010459500000.0000000	-15.4916000	-9.4064910	-4.8047620	-1.0126870	3.3493200	-0.4680470	
L	-16.0862300	-9.5981860	1477010459600000.0000000	-15.9740600	-9.4964200	-4.8382680	-0.7844842	3.3023350	-0.4751579	
L	-16.4228600	-9.3702920	1477010459700000.0000000	-16.4593500	-9.5632990	-4.8615990	-0.5519803	3.2546470	-0.4819687	
L	-17.1131900	-9.4304340	1477010459800000.0000000	-16.9464400	-9.6067260	-4.8742680	-0.3157729	3.2062860	-0.4884750	
L	-17.5448000	-9.5748480	1477010459900000.0000000	-17.4342500	-9.6263630	-4.8758280	-0.0765024	3.1572820	-0.4946729	
L	-17.9724400	-9.4229850	1477010460000000.0000000	-17.9216200	-9.6219390	-4.8658810	0.1651507	3.1076650	-0.5005583	
L	-18.2762500	-9.6099730	1477010460100000.0000000	-18.4074100	-9.5932510	-4.8440780	0.4084701	3.0574680	-0.5061275	
L	-18.9544800	-9.5154450	1477010460200000.0000000	-18.8903900	-9.5401720	-4.8101240	0.6527066	3.0067220	-0.5113771	
L	-19.2983000	-9.0986520	1477010460300000.0000000	-19.3693600	-9.4626470	-4.7637810	0.8970831	2.9554590	-0.5163036	
L	-19.8731300	-8.9641720	1477010460400000.0000000	-19.8430500	-9.3607060	-4.7048710	1.1407990	2.9037120	-0.5209041	
L	-20.1607400	-9.5966320	1477010460500000.0000000	-20.3102100	-9.2344550	-4.6332800	1.3830340	2.8515120	-0.5251755	
L	-20.6595600	-8.9152740	1477010460600000.0000000	-20.7695500	-9.0840850	-4.5489550	1.6229570	2.7988940	-0.5291152	
L	-21.0195400	-8.8508150	1477010460700000.0000000	-21.2198200	-8.9098710	-4.4519130	1.8597250	2.7458910	-0.5327207	
L	-21.5028600	-8.8719130	1477010460800000.0000000	-21.6597400	-8.7121720	-4.3422350	2.0924960	2.6925350	-0.5359898	
L	-21.9793400	-8.5708880	1477010460900000.0000000	-22.0880500	-8.4914310	-4.2200730	2.3204300	2.6388600	-0.5389203	
L	-22.5838000	-8.3529560	1477010461000000.0000000	-22.5035100	-8.2481740	-4.0856420	2.5426980	2.5849010	-0.5415104	
L	-22.9860900	-7.6724020	1477010461100000.0000000	-22.9049200	-7.9830100	-3.9392270	2.7584840	2.5306920	-0.5437585	
L	-23.4777200	-7.5658310	1477010461200000.0000000	-23.2910900	-7.6966290	-3.7811770	2.9669950	2.4762660	-0.5456631	
L	-23.5407700	-7.3606920	1477010461300000.0000000	-23.6608800	-7.3897980	-3.6119070	3.1674640	2.4216590	-0.5472231	
L	-23.9383700	-7.2617070	1477010461400000.0000000	-24.0131900	-7.0633590	-3.4318890	3.3591560	2.3669040	-0.5484374	
L	-24.2573600	-6.4352020	1477010461500000.0000000	-24.3469700	-6.7182270	-3.2416570	3.5413770	2.3120370	-0.5493053	
L	-24.3007500	-6.4379880	1477010461600000.0000000	-24.6612300	-6.3553820	-3.0418000	3.7134730	2.2570910	-0.5498263	
L	-25.1459600	-5.9190190	1477010461700000.0000000	-24.9550500	-5.9758690	-2.8329550	3.8748370	2.2021020	-0.5500000	
L	-25.1940900	-5.6437220	1477010461800000.0000000	-25.2275500	-5.5807890	-2.6158090	4.0249180	2.1471040	-0.5498263	
L	-25.5712500	-5.1024070	1477010461900000.0000000	-25.4779500	-5.1712980	-2.3910900	4.1632180	2.0921320	-0.5493053	
L	-25.6951700	-4.8999490	1477010462000000.0000000	-25.7055200	-4.7485960	-2.1595610	4.2893000	2.0372210	-0.5484374	
L	-25.9515700	-4.2665890	1477010462100000.0000000	-25.9096300	-4.3139240	-1.9220180	4.4027880	1.9824060	-0.5472231	
L	-26.1198000	-3.6772320	1477010462200000.0000000	-26.0897100	-3.8685600	-1.6792840	4.5033730	1.9277200	-0.5456631	
L	-25.9973600	-3.2472200	1477010462300000.0000000	-26.2453000	-3.4138050	-1.4322000	4.5908110	1.8731990	-0.5437585	
L	-26.1741100	-2.8788540	1477010462400000.0000000	-26.3760000	-2.9509830	-1.1816210	4.6649280	1.8188770	-0.5415104	
L	-26.6740300	-2.7385190	1477010462500000.0000000	-26.4815000	-2.4814340	-0.9284109	4.7256180	1.7647890	-0.5389203	
L	-26.6691300	-2.1733290	1477010462600000.0000000	-26.5615900	-2.0065010	-0.6734344	4.7728430	1.7109680	-0.5359898	
L	-26.4671000	-1.5320730	1477010462700000.0000000	-26.6161300	-1.5275300	-0.4175523	4.8066360	1.6574490	-0.5327207	
L	-26.5997500	-1.1427660	1477010462800000.0000000	-26.6450900	-1.0458580	-0.1616155	4.8270960	1.6042650	-0.5291152	
L	-26.7354600	-0.5953902	1477010462900000.0000000	-26.6484800	-0.5628115	0.0935412	4.8343890	1.5514500	-0.5251755	
L	-26.4553300	0.0602653	1477010463000000.0000000	-26.6264500	-0.0796947	0.3471043	4.8287430	1.4990370	-0.5209041	
L	-26.6201400	0.5758802	1477010463100000.0000000	-26.5791700	0.4022133	0.5982870	4.8104490	1.4470590	-0.5163036	
L	-26.7292900	1.0608250	1477010463200000.0000000	-26.5069400	0.8816656	0.8463337	4.7798580	1.3955500	-0.5113771	
L	-26.3986200	1.4221230	1477010463300000.0000000	-26.4101100	1.3574530	1.0905250	4.7373720	1.3445420	-0.5061275	
L	-26.3594400	1.7931500	1477010463400000.0000000	-26.2890800	1.8284100	1.3301810	4.6834490	1.2940660	-0.5005583	
L	-26.2501800	2.1848090	1477010463500000.0000000	-26.1443600	2.2934190	1.5646670	4.6185890	1.2441550	-0.4946729	
L	-26.0641200	2.8070070	1477010463600000.0000000	-25.9764800	2.7514140	1.7933930	4.5433400	1.1948410	-0.4884750	
L	-25.8344800	3.4200540	1477010463700000.0000000	-25.7860500	3.2013850	2.0158210	4.4582840	1.1461540	-0.4819687	
L	-25.6666100	3.6350860	1477010463800000.0000000	-25.5737300	3.6423850	2.2314630	4.3640380	1.0981260	-0.4751579	
L	-25.7492400	3.9996750	1477010463900000.0000000	-25.3402200	4.0735270	2.4398860	4.2612480	1.0507860	-0.4680470	
L	-25.0214300	4.5280260	1477010464000000.0000000	-25.0862500	4.4939910	2.6407100	4.1505820	1.0041650	-0.4606404	
L	-25.0363100	4.8849930	1477010464100000.0000000	-24.8126000	4.9030260	2.8336130	4.0327280	0.9582913	-0.4529429	
L	-24.5041400	5.3529280	1477010464200000.0000000	-24.5200800	5.2999480	3.0183260	3.9083880	0.9131948	-0.4449593	
L	-24.1159000	5.6115210	1477010464300000.0000000	-24.2095200	5.6841450	3.1946370	3.7782710	0.8689038	-0.4366947	
L	-23.9153000	5.9437730	1477010464400000.0000000	-23.8817600	6.0550760	3.3623880	3.6430930	0.8254461	-0.4281543	
